"from","to","capacity","length","ftime","B","power","speed","toll","type"
"481",10713,1e+05,0.49,0,0.15,4,25,0,3
"482",10714,1e+05,0.5,0,0.15,4,25,0,3
"483",10715,1e+05,0.54,0,0.15,4,25,0,3
"484",10716,1e+05,0.54,0,0.15,4,25,0,3
"485",10717,1e+05,0.5,0,0.15,4,25,0,3
"486",10718,1e+05,0.5,0,0.15,4,25,0,3
"487",10719,1e+05,0.49,0,0.15,4,25,0,3
"488",10720,1e+05,0.54,0,0.15,4,25,0,3
"489",10721,1e+05,0.53,0,0.15,4,25,0,3
"490",10722,1e+05,0.5,0,0.15,4,25,0,3
"491",10723,1e+05,0.5,0,0.15,4,25,0,3
"492",10724,1e+05,0.5,0,0.15,4,25,0,3
"493",10725,1e+05,1.04,0,0.15,4,25,0,3
"494",10726,1e+05,1,0,0.15,4,25,0,3
"495",10727,1e+05,0.5,0,0.15,4,25,0,3
"496",10728,1e+05,0.5,0,0.15,4,25,0,3
"497",10729,1e+05,0.5,0,0.15,4,25,0,3
"498",10730,1e+05,0.5,0,0.15,4,25,0,3
"499",10731,1e+05,1,0,0.15,4,25,0,3
"500",2308,1e+05,0.5,0,0.15,4,25,0,3
"501",1914,1e+05,0.5,0,0.15,4,25,0,3
"502",10733,1e+05,0.5,0,0.15,4,25,0,3
"503",10734,1e+05,0.5,0,0.15,4,25,0,3
"504",2359,1e+05,0.49,0,0.15,4,25,0,3
"505",10732,1e+05,0.5,0,0.15,4,25,0,3
"506",10735,1e+05,0.5,0,0.15,4,25,0,3
"507",10736,1e+05,0.5,0,0.15,4,25,0,3
"508",10737,1e+05,0.5,0,0.15,4,25,0,3
"509",10738,1e+05,0.5,0,0.15,4,25,0,3
"510",10739,1e+05,0.5,0,0.15,4,25,0,3
"511",10740,1e+05,0.51,0,0.15,4,25,0,3
"512",10741,1e+05,0.5,0,0.15,4,25,0,3
"513",10742,1e+05,0.5,0,0.15,4,25,0,3
"514",10743,1e+05,0.51,0,0.15,4,25,0,3
"515",10744,1e+05,0.51,0,0.15,4,25,0,3
"516",10745,1e+05,0.5,0,0.15,4,25,0,3
"517",10746,1e+05,0.51,0,0.15,4,25,0,3
"518",10747,1e+05,0.51,0,0.15,4,25,0,3
"519",10748,1e+05,0.51,0,0.15,4,25,0,3
"520",10918,1e+05,0.5,0,0.15,4,25,0,3
"521",10925,1e+05,0.5,0,0.15,4,25,0,3
"522",10750,1e+05,0.5,0,0.15,4,25,0,3
"523",10751,1e+05,0.5,0,0.15,4,25,0,3
"524",10752,1e+05,0.5,0,0.15,4,25,0,3
"525",10753,1e+05,0.5,0,0.15,4,25,0,3
"526",10749,1e+05,0.5,0,0.15,4,25,0,3
"527",10919,1e+05,0.5,0,0.15,4,25,0,3
"528",10754,1e+05,0.5,0,0.15,4,25,0,3
"529",10755,1e+05,0.5,0,0.15,4,25,0,3
"530",10756,1e+05,0.5,0,0.15,4,25,0,3
"531",10757,1e+05,0.5,0,0.15,4,25,0,3
"532",11190,1e+05,0.5,0,0.15,4,25,0,3
"533",11192,1e+05,0.5,0,0.15,4,25,0,3
"534",10759,1e+05,0.5,0,0.15,4,25,0,3
"535",10760,1e+05,0.5,0,0.15,4,25,0,3
"536",10761,1e+05,0.5,0,0.15,4,25,0,3
"537",10762,1e+05,0.5,0,0.15,4,25,0,3
"538",10758,1e+05,0.51,0,0.15,4,25,0,3
"539",11191,1e+05,0.5,0,0.15,4,25,0,3
"540",10763,1e+05,0.5,0,0.15,4,25,0,3
"541",10764,1e+05,0.5,0,0.15,4,25,0,3
"542",10765,1e+05,0.5,0,0.15,4,25,0,3
"543",10766,1e+05,0.51,0,0.15,4,25,0,3
"544",10767,1e+05,1,0,0.15,4,25,0,3
"545",10768,1e+05,0.5,0,0.15,4,25,0,3
"546",10769,1e+05,0.5,0,0.15,4,25,0,3
"547",10770,1e+05,0.5,0,0.15,4,25,0,3
"548",10771,1e+05,0.5,0,0.15,4,25,0,3
"549",10772,1e+05,0.5,0,0.15,4,25,0,3
"550",10773,1e+05,0.5,0,0.15,4,25,0,3
"551",10774,1e+05,0.5,0,0.15,4,25,0,3
"552",10775,1e+05,0.5,0,0.15,4,25,0,3
"553",10776,1e+05,0.46,0,0.15,4,25,0,3
"554",10777,1e+05,0.47,0,0.15,4,25,0,3
"555",10778,1e+05,0.47,0,0.15,4,25,0,3
"556",10779,1e+05,0.45,0,0.15,4,25,0,3
"557",10780,1e+05,0.44,0,0.15,4,25,0,3
"558",10781,1e+05,0.43,0,0.15,4,25,0,3
"559",10782,1e+05,0.47,0,0.15,4,25,0,3
"560",10783,1e+05,0.5,0,0.15,4,25,0,3
"561",10784,1e+05,0.51,0,0.15,4,25,0,3
"562",10785,1e+05,0.5,0,0.15,4,25,0,3
"563",10786,1e+05,0.5,0,0.15,4,25,0,3
"564",10787,1e+05,0.5,0,0.15,4,25,0,3
"565",10788,1e+05,0.46,0,0.15,4,25,0,3
"566",10789,1e+05,0.5,0,0.15,4,25,0,3
"567",10790,1e+05,0.51,0,0.15,4,25,0,3
"568",10791,1e+05,0.5,0,0.15,4,25,0,3
"569",10792,1e+05,0.5,0,0.15,4,25,0,3
"570",10793,1e+05,0.5,0,0.15,4,25,0,3
"571",10794,1e+05,0.46,0,0.15,4,25,0,3
"572",10795,1e+05,0.5,0,0.15,4,25,0,3
"573",10796,1e+05,0.5,0,0.15,4,25,0,3
"574",10797,1e+05,0.5,0,0.15,4,25,0,3
"575",10798,1e+05,0.5,0,0.15,4,25,0,3
"576",10799,1e+05,0.5,0,0.15,4,25,0,3
"577",10800,1e+05,0.47,0,0.15,4,25,0,3
"578",10801,1e+05,0.5,0,0.15,4,25,0,3
"579",10802,1e+05,0.5,0,0.15,4,25,0,3
"580",10803,1e+05,0.5,0,0.15,4,25,0,3
"581",10804,1e+05,0.5,0,0.15,4,25,0,3
"582",10805,1e+05,0.51,0,0.15,4,25,0,3
"583",10283,1e+05,0.85,0,0.15,4,25,0,3
"584",10806,1e+05,0.44,0,0.15,4,25,0,3
"585",10808,1e+05,0.51,0,0.15,4,25,0,3
"586",10809,1e+05,0.52,0,0.15,4,25,0,3
"587",10810,1e+05,0.52,0,0.15,4,25,0,3
"588",10811,1e+05,0.52,0,0.15,4,25,0,3
"589",10814,1e+05,0.5,0,0.15,4,25,0,3
"590",10815,1e+05,0.51,0,0.15,4,25,0,3
"591",10816,1e+05,0.5,0,0.15,4,25,0,3
"592",10817,1e+05,0.5,0,0.15,4,25,0,3
"593",10818,1e+05,0.44,0,0.15,4,25,0,3
"594",10819,1e+05,0.5,0,0.15,4,25,0,3
"595",10820,1e+05,0.5,0,0.15,4,25,0,3
"596",10821,1e+05,0.51,0,0.15,4,25,0,3
"597",10822,1e+05,0.51,0,0.15,4,25,0,3
"598",10823,1e+05,0.5,0,0.15,4,25,0,3
"599",10824,1e+05,0.45,0,0.15,4,25,0,3
"600",10825,1e+05,0.5,0,0.15,4,25,0,3
"601",10826,1e+05,0.5,0,0.15,4,25,0,3
"602",10827,1e+05,0.5,0,0.15,4,25,0,3
"603",10828,1e+05,0.5,0,0.15,4,25,0,3
"604",10829,1e+05,0.51,0,0.15,4,25,0,3
"605",10830,1e+05,0.46,0,0.15,4,25,0,3
"606",10831,1e+05,0.5,0,0.15,4,25,0,3
"607",10832,1e+05,0.5,0,0.15,4,25,0,3
"608",10833,1e+05,0.5,0,0.15,4,25,0,3
"609",10834,1e+05,0.5,0,0.15,4,25,0,3
"610",10835,1e+05,0.5,0,0.15,4,25,0,3
"611",10836,1e+05,0.47,0,0.15,4,25,0,3
"612",10837,1e+05,0.5,0,0.15,4,25,0,3
"613",10838,1e+05,0.5,0,0.15,4,25,0,3
"614",10839,1e+05,0.5,0,0.15,4,25,0,3
"615",10840,1e+05,0.51,0,0.15,4,25,0,3
"616",10841,1e+05,0.51,0,0.15,4,25,0,3
"617",10842,1e+05,0.46,0,0.15,4,25,0,3
"618",10843,1e+05,0.51,0,0.15,4,25,0,3
"619",10844,1e+05,0.5,0,0.15,4,25,0,3
"620",10845,1e+05,0.51,0,0.15,4,25,0,3
"621",10846,1e+05,0.51,0,0.15,4,25,0,3
"622",10847,1e+05,0.5,0,0.15,4,25,0,3
"623",10848,1e+05,0.49,0,0.15,4,25,0,3
"624",10849,1e+05,0.51,0,0.15,4,25,0,3
"625",10850,1e+05,0.51,0,0.15,4,25,0,3
"626",10851,1e+05,0.51,0,0.15,4,25,0,3
"627",10852,1e+05,0.51,0,0.15,4,25,0,3
"628",10853,1e+05,0.51,0,0.15,4,25,0,3
"629",10854,1e+05,0.48,0,0.15,4,25,0,3
"630",10855,1e+05,0.51,0,0.15,4,25,0,3
"631",10856,1e+05,0.5,0,0.15,4,25,0,3
"632",10857,1e+05,0.5,0,0.15,4,25,0,3
"633",10858,1e+05,0.5,0,0.15,4,25,0,3
"634",10859,1e+05,0.5,0,0.15,4,25,0,3
"635",10860,1e+05,0.48,0,0.15,4,25,0,3
"636",10861,1e+05,0.5,0,0.15,4,25,0,3
"637",10862,1e+05,0.5,0,0.15,4,25,0,3
"638",10863,1e+05,0.51,0,0.15,4,25,0,3
"639",10864,1e+05,0.5,0,0.15,4,25,0,3
"640",10865,1e+05,0.51,0,0.15,4,25,0,3
"641",10866,1e+05,0.49,0,0.15,4,25,0,3
"642",10867,1e+05,0.51,0,0.15,4,25,0,3
"643",10868,1e+05,0.5,0,0.15,4,25,0,3
"644",10869,1e+05,0.51,0,0.15,4,25,0,3
"645",10870,1e+05,0.5,0,0.15,4,25,0,3
"646",10871,1e+05,0.5,0,0.15,4,25,0,3
"647",10872,1e+05,0.48,0,0.15,4,25,0,3
"648",10873,1e+05,0.5,0,0.15,4,25,0,3
"649",10874,1e+05,0.51,0,0.15,4,25,0,3
"650",10875,1e+05,0.5,0,0.15,4,25,0,3
"651",10876,1e+05,0.5,0,0.15,4,25,0,3
"652",10877,1e+05,0.5,0,0.15,4,25,0,3
"653",10878,1e+05,0.5,0,0.15,4,25,0,3
"654",10879,1e+05,0.5,0,0.15,4,25,0,3
"655",10880,1e+05,0.51,0,0.15,4,25,0,3
"656",10881,1e+05,0.51,0,0.15,4,25,0,3
"657",10882,1e+05,0.51,0,0.15,4,25,0,3
"658",10883,1e+05,0.49,0,0.15,4,25,0,3
"659",10884,1e+05,0.5,0,0.15,4,25,0,3
"660",10885,1e+05,0.5,0,0.15,4,25,0,3
"661",10886,1e+05,0.51,0,0.15,4,25,0,3
"662",10887,1e+05,0.5,0,0.15,4,25,0,3
"663",10888,1e+05,0.49,0,0.15,4,25,0,3
"664",10889,1e+05,0.49,0,0.15,4,25,0,3
"665",10890,1e+05,0.5,0,0.15,4,25,0,3
"666",10891,1e+05,0.5,0,0.15,4,25,0,3
"667",10892,1e+05,0.51,0,0.15,4,25,0,3
"668",10893,1e+05,0.5,0,0.15,4,25,0,3
"669",10894,1e+05,0.49,0,0.15,4,25,0,3
"670",10895,1e+05,0.5,0,0.15,4,25,0,3
"671",10896,1e+05,0.5,0,0.15,4,25,0,3
"672",10897,1e+05,0.5,0,0.15,4,25,0,3
"673",10898,1e+05,0.51,0,0.15,4,25,0,3
"674",10899,1e+05,0.49,0,0.15,4,25,0,3
"675",10900,1e+05,0.5,0,0.15,4,25,0,3
"676",10901,1e+05,0.5,0,0.15,4,25,0,3
"677",10902,1e+05,0.5,0,0.15,4,25,0,3
"678",10903,1e+05,0.5,0,0.15,4,25,0,3
"679",10904,1e+05,0.5,0,0.15,4,25,0,3
"680",10905,1e+05,0.5,0,0.15,4,25,0,3
"681",10906,1e+05,0.5,0,0.15,4,25,0,3
"682",10907,1e+05,0.51,0,0.15,4,25,0,3
"683",10908,1e+05,0.5,0,0.15,4,25,0,3
"684",10909,1e+05,0.5,0,0.15,4,25,0,3
"685",10910,1e+05,0.5,0,0.15,4,25,0,3
"686",10911,1e+05,0.5,0,0.15,4,25,0,3
"687",10912,1e+05,0.5,0,0.15,4,25,0,3
"688",10913,1e+05,0.5,0,0.15,4,25,0,3
"689",10914,1e+05,1,0,0.15,4,25,0,3
"690",10915,1e+05,1,0,0.15,4,25,0,3
"691",11193,1e+05,0.5,0,0.15,4,25,0,3
"692",11195,1e+05,0.5,0,0.15,4,25,0,3
"693",10916,1e+05,0.5,0,0.15,4,25,0,3
"694",11194,1e+05,0.5,0,0.15,4,25,0,3
"695",10920,1e+05,1,0,0.15,4,25,0,3
"696",10921,1e+05,1,0,0.15,4,25,0,3
"697",10917,1e+05,1,0,0.15,4,25,0,3
"698",10926,1e+05,1,0,0.15,4,25,0,3
"699",10927,1e+05,1.01,0,0.15,4,25,0,3
"700",10928,1e+05,1,0,0.15,4,25,0,3
"701",10929,1e+05,1,0,0.15,4,25,0,3
"702",10930,1e+05,0.51,0,0.15,4,25,0,3
"703",2289,1e+05,0.5,0,0.15,4,25,0,3
"704",10931,1e+05,1.01,0,0.15,4,25,0,3
"705",2288,1e+05,0.5,0,0.15,4,25,0,3
"706",2290,1e+05,0.5,0,0.15,4,25,0,3
"707",10932,1e+05,1,0,0.15,4,25,0,3
"708",10933,1e+05,1.01,0,0.15,4,25,0,3
"709",10934,1e+05,1.02,0,0.15,4,25,0,3
"710",10935,1e+05,1,0,0.15,4,25,0,3
"711",10936,1e+05,1.01,0,0.15,4,25,0,3
"712",10937,1e+05,1.01,0,0.15,4,25,0,3
"713",11196,1e+05,0.5,0,0.15,4,25,0,3
"714",11768,1e+05,0.5,0,0.15,4,25,0,3
"715",10939,1e+05,0.5,0,0.15,4,25,0,3
"716",10940,1e+05,0.5,0,0.15,4,25,0,3
"717",10941,1e+05,0.5,0,0.15,4,25,0,3
"718",10942,1e+05,0.5,0,0.15,4,25,0,3
"719",10938,1e+05,0.5,0,0.15,4,25,0,3
"720",11197,1e+05,0.5,0,0.15,4,25,0,3
"721",10943,1e+05,0.5,0,0.15,4,25,0,3
"722",10944,1e+05,0.5,0,0.15,4,25,0,3
"723",10945,1e+05,0.5,0,0.15,4,25,0,3
"724",10946,1e+05,0.5,0,0.15,4,25,0,3
"725",10947,1e+05,0.5,0,0.15,4,25,0,3
"726",10948,1e+05,0.5,0,0.15,4,25,0,3
"727",10949,1e+05,0.5,0,0.15,4,25,0,3
"728",10950,1e+05,0.5,0,0.15,4,25,0,3
"729",11769,1e+05,0.5,0,0.15,4,25,0,3
"730",11771,1e+05,0.5,0,0.15,4,25,0,3
"731",10952,1e+05,0.5,0,0.15,4,25,0,3
"732",10953,1e+05,0.5,0,0.15,4,25,0,3
"733",10954,1e+05,0.5,0,0.15,4,25,0,3
"734",10955,1e+05,0.5,0,0.15,4,25,0,3
"735",10951,1e+05,0.5,0,0.15,4,25,0,3
"736",11770,1e+05,0.5,0,0.15,4,25,0,3
"737",10956,1e+05,0.5,0,0.15,4,25,0,3
"738",10957,1e+05,0.5,0,0.15,4,25,0,3
"739",10958,1e+05,0.5,0,0.15,4,25,0,3
"740",10959,1e+05,0.5,0,0.15,4,25,0,3
"741",10964,1e+05,0.5,0,0.15,4,25,0,3
"742",9090,1e+05,0.5,0,0.15,4,25,0,3
"743",10960,1e+05,0.5,0,0.15,4,25,0,3
"744",10961,1e+05,0.5,0,0.15,4,25,0,3
"745",10962,1e+05,0.5,0,0.15,4,25,0,3
"746",10963,1e+05,0.5,0,0.15,4,25,0,3
"747",3900,1e+05,0.5,0,0.15,4,25,0,3
"748",10278,1e+05,0.5,0,0.15,4,25,0,3
"749",10965,1e+05,0.4,0,0.15,4,25,0,3
"750",11772,1e+05,0.52,0,0.15,4,25,0,3
"751",10966,1e+05,0.52,0,0.15,4,25,0,3
"752",10967,1e+05,0.51,0,0.15,4,25,0,3
"753",10968,1e+05,0.5,0,0.15,4,25,0,3
"754",10969,1e+05,0.5,0,0.15,4,25,0,3
"755",10970,1e+05,0.9,0,0.15,4,25,0,3
"756",10971,1e+05,0.51,0,0.15,4,25,0,3
"757",10972,1e+05,0.5,0,0.15,4,25,0,3
"758",10973,1e+05,0.5,0,0.15,4,25,0,3
"759",10974,1e+05,0.5,0,0.15,4,25,0,3
"760",10975,1e+05,0.51,0,0.15,4,25,0,3
"761",10976,1e+05,0.5,0,0.15,4,25,0,3
"762",10977,1e+05,0.5,0,0.15,4,25,0,3
"763",10978,1e+05,0.5,0,0.15,4,25,0,3
"764",10979,1e+05,0.91,0,0.15,4,25,0,3
"765",10980,1e+05,0.5,0,0.15,4,25,0,3
"766",10981,1e+05,0.51,0,0.15,4,25,0,3
"767",10982,1e+05,0.5,0,0.15,4,25,0,3
"768",10983,1e+05,0.5,0,0.15,4,25,0,3
"769",10984,1e+05,0.51,0,0.15,4,25,0,3
"770",10985,1e+05,0.52,0,0.15,4,25,0,3
"771",10986,1e+05,0.51,0,0.15,4,25,0,3
"772",10987,1e+05,0.51,0,0.15,4,25,0,3
"773",10988,1e+05,1,0,0.15,4,25,0,3
"774",10989,1e+05,1,0,0.15,4,25,0,3
"775",9347,1e+05,0.5,0,0.15,4,25,0,3
"776",10990,1e+05,0.5,0,0.15,4,25,0,3
"777",9012,1e+05,0.5,0,0.15,4,25,0,3
"778",3844,1e+05,0.5,0,0.15,4,25,0,3
"779",10991,1e+05,1,0,0.15,4,25,0,3
"780",10992,1e+05,0.5,0,0.15,4,25,0,3
"781",10993,1e+05,0.49,0,0.15,4,25,0,3
"782",10994,1e+05,0.5,0,0.15,4,25,0,3
"783",10995,1e+05,0.5,0,0.15,4,25,0,3
"784",10996,1e+05,0.5,0,0.15,4,25,0,3
"785",10997,1e+05,0.5,0,0.15,4,25,0,3
"786",10998,1e+05,0.5,0,0.15,4,25,0,3
"787",10999,1e+05,0.5,0,0.15,4,25,0,3
"788",11000,1e+05,1,0,0.15,4,25,0,3
"789",11773,1e+05,0.51,0,0.15,4,25,0,3
"790",11775,1e+05,0.5,0,0.15,4,25,0,3
"791",11002,1e+05,0.5,0,0.15,4,25,0,3
"792",11003,1e+05,0.5,0,0.15,4,25,0,3
"793",11001,1e+05,0.5,0,0.15,4,25,0,3
"794",11774,1e+05,0.5,0,0.15,4,25,0,3
"795",11004,1e+05,0.5,0,0.15,4,25,0,3
"796",11005,1e+05,0.5,0,0.15,4,25,0,3
"797",11006,1e+05,0.79,0,0.15,4,25,0,3
"798",11007,1e+05,0.44,0,0.15,4,25,0,3
"799",10280,1e+05,0.42,0,0.15,4,25,0,3
"800",11776,1e+05,0.41,0,0.15,4,25,0,3
"801",11778,1e+05,0.39,0,0.15,4,25,0,3
"802",3872,1e+05,0.36,0,0.15,4,25,0,3
"803",12036,1e+05,0.35,0,0.15,4,25,0,3
"804",11008,1e+05,0.36,0,0.15,4,25,0,3
"805",11777,1e+05,0.36,0,0.15,4,25,0,3
"806",8294,1e+05,0.45,0,0.15,4,25,0,3
"807",8293,1e+05,0.5,0,0.15,4,25,0,3
"808",11010,1e+05,0.51,0,0.15,4,25,0,3
"809",11011,1e+05,0.5,0,0.15,4,25,0,3
"810",10923,1e+05,0.5,0,0.15,4,25,0,3
"811",10922,1e+05,0.5,0,0.15,4,25,0,3
"812",3876,1e+05,0.45,0,0.15,4,25,0,3
"813",11009,1e+05,0.5,0,0.15,4,25,0,3
"814",11012,1e+05,0.5,0,0.15,4,25,0,3
"815",11013,1e+05,0.5,0,0.15,4,25,0,3
"816",10924,1e+05,0.51,0,0.15,4,25,0,3
"817",11014,1e+05,0.5,0,0.15,4,25,0,3
"818",12302,1e+05,0.45,0,0.15,4,25,0,3
"819",11015,1e+05,0.51,0,0.15,4,25,0,3
"820",11779,1e+05,0.51,0,0.15,4,25,0,3
"821",11781,1e+05,0.5,0,0.15,4,25,0,3
"822",11017,1e+05,1.01,0,0.15,4,25,0,3
"823",12033,1e+05,0.45,0,0.15,4,25,0,3
"824",8506,1e+05,0.5,0,0.15,4,25,0,3
"825",11016,1e+05,0.5,0,0.15,4,25,0,3
"826",11780,1e+05,0.5,0,0.15,4,25,0,3
"827",11018,1e+05,1.01,0,0.15,4,25,0,3
"828",11019,1e+05,1.01,0,0.15,4,25,0,3
"829",11020,1e+05,1.01,0,0.15,4,25,0,3
"830",11021,1e+05,1,0,0.15,4,25,0,3
"831",11022,1e+05,1,0,0.15,4,25,0,3
"832",11023,1e+05,1,0,0.15,4,25,0,3
"833",11024,1e+05,1,0,0.15,4,25,0,3
"834",11025,1e+05,1,0,0.15,4,25,0,3
"835",11026,1e+05,1,0,0.15,4,25,0,3
"836",11027,1e+05,0.89,0,0.15,4,25,0,3
"837",11028,1e+05,0.85,0,0.15,4,25,0,3
"838",11029,1e+05,0.85,0,0.15,4,25,0,3
"839",11030,1e+05,1.03,0,0.15,4,25,0,3
"840",11031,1e+05,1,0,0.15,4,25,0,3
"841",11032,1e+05,1.01,0,0.15,4,25,0,3
"842",11033,1e+05,1.02,0,0.15,4,25,0,3
"843",11034,1e+05,1.01,0,0.15,4,25,0,3
"844",11782,1e+05,0.51,0,0.15,4,25,0,3
"845",11784,1e+05,0.5,0,0.15,4,25,0,3
"846",11035,1e+05,0.51,0,0.15,4,25,0,3
"847",11783,1e+05,0.5,0,0.15,4,25,0,3
"848",11039,1e+05,0.71,0,0.15,4,25,0,3
"849",11040,1e+05,0.76,0,0.15,4,25,0,3
"850",11041,1e+05,1.06,0,0.15,4,25,0,3
"851",11036,1e+05,1,0,0.15,4,25,0,3
"852",11037,1e+05,1,0,0.15,4,25,0,3
"853",11038,1e+05,1,0,0.15,4,25,0,3
"854",11045,1e+05,0.41,0,0.15,4,25,0,3
"855",11046,1e+05,0.5,0,0.15,4,25,0,3
"856",11047,1e+05,0.49,0,0.15,4,25,0,3
"857",11048,1e+05,0.49,0,0.15,4,25,0,3
"858",11049,1e+05,0.49,0,0.15,4,25,0,3
"859",11050,1e+05,0.5,0,0.15,4,25,0,3
"860",11051,1e+05,0.42,0,0.15,4,25,0,3
"861",11052,1e+05,0.51,0,0.15,4,25,0,3
"862",11053,1e+05,0.5,0,0.15,4,25,0,3
"863",11054,1e+05,0.5,0,0.15,4,25,0,3
"864",11055,1e+05,0.5,0,0.15,4,25,0,3
"865",11056,1e+05,0.5,0,0.15,4,25,0,3
"866",11057,1e+05,0.42,0,0.15,4,25,0,3
"867",11058,1e+05,0.51,0,0.15,4,25,0,3
"868",11059,1e+05,0.5,0,0.15,4,25,0,3
"869",11060,1e+05,0.51,0,0.15,4,25,0,3
"870",11061,1e+05,0.51,0,0.15,4,25,0,3
"871",11062,1e+05,0.5,0,0.15,4,25,0,3
"872",11063,1e+05,0.43,0,0.15,4,25,0,3
"873",11064,1e+05,0.5,0,0.15,4,25,0,3
"874",11065,1e+05,0.5,0,0.15,4,25,0,3
"875",11066,1e+05,0.5,0,0.15,4,25,0,3
"876",11067,1e+05,0.51,0,0.15,4,25,0,3
"877",11068,1e+05,0.5,0,0.15,4,25,0,3
"878",11069,1e+05,0.43,0,0.15,4,25,0,3
"879",11070,1e+05,0.5,0,0.15,4,25,0,3
"880",11071,1e+05,0.51,0,0.15,4,25,0,3
"881",11072,1e+05,0.5,0,0.15,4,25,0,3
"882",11073,1e+05,0.5,0,0.15,4,25,0,3
"883",11074,1e+05,0.5,0,0.15,4,25,0,3
"884",11075,1e+05,0.44,0,0.15,4,25,0,3
"885",11076,1e+05,0.5,0,0.15,4,25,0,3
"886",11077,1e+05,0.5,0,0.15,4,25,0,3
"887",11078,1e+05,0.5,0,0.15,4,25,0,3
"888",11079,1e+05,0.5,0,0.15,4,25,0,3
"889",11080,1e+05,0.5,0,0.15,4,25,0,3
"890",11081,1e+05,0.45,0,0.15,4,25,0,3
"891",11082,1e+05,0.51,0,0.15,4,25,0,3
"892",11083,1e+05,0.52,0,0.15,4,25,0,3
"893",11084,1e+05,0.52,0,0.15,4,25,0,3
"894",11085,1e+05,0.52,0,0.15,4,25,0,3
"895",11086,1e+05,0.52,0,0.15,4,25,0,3
"896",11087,1e+05,0.44,0,0.15,4,25,0,3
"897",11088,1e+05,0.51,0,0.15,4,25,0,3
"898",11089,1e+05,0.51,0,0.15,4,25,0,3
"899",11090,1e+05,0.51,0,0.15,4,25,0,3
"900",11091,1e+05,0.5,0,0.15,4,25,0,3
"901",11092,1e+05,0.5,0,0.15,4,25,0,3
"902",11093,1e+05,0.45,0,0.15,4,25,0,3
"903",11094,1e+05,0.5,0,0.15,4,25,0,3
"904",11095,1e+05,0.51,0,0.15,4,25,0,3
"905",11096,1e+05,0.5,0,0.15,4,25,0,3
"906",11097,1e+05,0.5,0,0.15,4,25,0,3
"907",11098,1e+05,0.5,0,0.15,4,25,0,3
"908",11099,1e+05,0.46,0,0.15,4,25,0,3
"909",11100,1e+05,0.5,0,0.15,4,25,0,3
"910",11101,1e+05,0.5,0,0.15,4,25,0,3
"911",11102,1e+05,0.5,0,0.15,4,25,0,3
"912",11103,1e+05,0.5,0,0.15,4,25,0,3
"913",11104,1e+05,0.49,0,0.15,4,25,0,3
"914",11105,1e+05,0.48,0,0.15,4,25,0,3
"915",11106,1e+05,0.5,0,0.15,4,25,0,3
"916",11107,1e+05,0.51,0,0.15,4,25,0,3
"917",11108,1e+05,0.5,0,0.15,4,25,0,3
"918",11109,1e+05,0.5,0,0.15,4,25,0,3
"919",11110,1e+05,0.5,0,0.15,4,25,0,3
"920",11111,1e+05,0.49,0,0.15,4,25,0,3
"921",11112,1e+05,0.5,0,0.15,4,25,0,3
"922",11113,1e+05,0.5,0,0.15,4,25,0,3
"923",11114,1e+05,0.49,0,0.15,4,25,0,3
"924",11115,1e+05,0.5,0,0.15,4,25,0,3
"925",11116,1e+05,0.5,0,0.15,4,25,0,3
"926",11117,1e+05,0.49,0,0.15,4,25,0,3
"927",11118,1e+05,0.5,0,0.15,4,25,0,3
"928",11119,1e+05,0.5,0,0.15,4,25,0,3
"929",11120,1e+05,0.5,0,0.15,4,25,0,3
"930",11121,1e+05,0.5,0,0.15,4,25,0,3
"931",11122,1e+05,0.5,0,0.15,4,25,0,3
"932",11123,1e+05,0.49,0,0.15,4,25,0,3
"933",11124,1e+05,0.5,0,0.15,4,25,0,3
"934",11125,1e+05,0.5,0,0.15,4,25,0,3
"935",11126,1e+05,0.5,0,0.15,4,25,0,3
"936",11127,1e+05,0.5,0,0.15,4,25,0,3
"937",11128,1e+05,0.5,0,0.15,4,25,0,3
"938",11129,1e+05,0.49,0,0.15,4,25,0,3
"939",11130,1e+05,0.5,0,0.15,4,25,0,3
"940",11131,1e+05,0.5,0,0.15,4,25,0,3
"941",11132,1e+05,0.5,0,0.15,4,25,0,3
"942",11133,1e+05,0.5,0,0.15,4,25,0,3
"943",11134,1e+05,0.5,0,0.15,4,25,0,3
"944",11135,1e+05,0.49,0,0.15,4,25,0,3
"945",11136,1e+05,0.51,0,0.15,4,25,0,3
"946",11137,1e+05,0.5,0,0.15,4,25,0,3
"947",11138,1e+05,0.5,0,0.15,4,25,0,3
"948",11139,1e+05,0.5,0,0.15,4,25,0,3
"949",11140,1e+05,0.5,0,0.15,4,25,0,3
"950",11141,1e+05,0.48,0,0.15,4,25,0,3
"951",11142,1e+05,0.5,0,0.15,4,25,0,3
"952",11143,1e+05,0.5,0,0.15,4,25,0,3
"953",11144,1e+05,0.5,0,0.15,4,25,0,3
"954",11145,1e+05,0.5,0,0.15,4,25,0,3
"955",11146,1e+05,0.5,0,0.15,4,25,0,3
"956",11147,1e+05,0.49,0,0.15,4,25,0,3
"957",11148,1e+05,0.5,0,0.15,4,25,0,3
"958",11149,1e+05,0.5,0,0.15,4,25,0,3
"959",11150,1e+05,0.5,0,0.15,4,25,0,3
"960",11151,1e+05,0.5,0,0.15,4,25,0,3
"961",11152,1e+05,0.5,0,0.15,4,25,0,3
"962",11042,1e+05,0.99,0,0.15,4,25,0,3
"963",11043,1e+05,1.01,0,0.15,4,25,0,3
